time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-01T23:46:04.080Z,36.8110008,-121.5358353,4.61,2.57,md,40,45,0.0309,0.08,nc,nc73129226,2019-01-04T04:42:27.102Z,"4km S of San Juan Bautista, CA",earthquake,0.18,0.3,0.13,42,automatic,nc,nc
2019-01-01T22:59:54.880Z,40.8868332,-123.4974976,20.31,3.41,ml,50,38,0.1787,0.39,nc,nc73129211,2019-01-04T02:23:33.781Z,"13km ESE of Willow Creek, CA",earthquake,0.71,1.68,0.305,13,automatic,nc,nc
2019-01-01T22:39:21.290Z,26.3092,-110.7108,10,4.1,mb,,142,1.698,1.17,us,us2000izqm,2019-01-03T06:45:14.040Z,"71km ENE of Loreto, Mexico",earthquake,5.5,1.9,0.234,5,reviewed,us,us
2019-01-01T22:05:39.690Z,35.742,140.1849,69.86,4.4,mb,,159,1.792,0.57,us,us2000izq7,2019-01-03T06:38:52.040Z,"5km WNW of Sakura, Japan",earthquake,6.5,9,0.117,21,reviewed,us,us
2019-01-01T21:47:43.580Z,18.4648,-68.4693,116,2.94,md,5,182,0.1007,0.5,pr,pr2019001007,2019-01-03T06:29:06.040Z,"25km SSE of Boca de Yuma, Dominican Republic",earthquake,10.09,3.55,0.48,4,reviewed,pr,pr
2019-01-01T20:24:36.150Z,-2.472,99.6263,10,5.1,mb,,123,3.816,1.17,us,us2000izpf,2019-01-02T19:18:48.040Z,"107km SSE of Muara Siberut, Indonesia",earthquake,7.5,1.8,0.064,78,reviewed,us,us
2019-01-01T19:55:32.190Z,18.4561,-68.8325,118,3.38,md,5,204,0.4548,0.17,pr,pr2019001006,2019-01-02T19:02:50.040Z,"5km NE of Guaymate, Dominican Republic",earthquake,8.51,1.5,0.18,3,reviewed,pr,pr
2019-01-01T19:22:46.160Z,-10.5218,108.4782,10,4.4,mb,,44,2.779,0.98,us,us2000izp9,2019-01-02T18:56:35.040Z,"299km S of Citotok, Indonesia",earthquake,8.4,1.9,0.093,37,reviewed,us,us
2019-01-01T18:42:28.690Z,18.3798,-68.0563,87,2.57,md,7,177,0.3517,0.42,pr,pr2019001005,2019-01-02T17:58:11.040Z,"44km SE of Punta Cana, Dominican Republic",earthquake,6.65,2.78,0.36,6,reviewed,pr,pr
2019-01-01T18:37:46.980Z,41.9249,13.5165,16.18,4.3,mb,,31,0.302,0.98,us,us2000izp2,2019-01-02T17:35:07.051Z,"3km SSW of Trasacco, Italy",earthquake,4.9,5.1,0.09,36,reviewed,us,us
2019-01-01T18:17:45.150Z,16.6594,-86.1453,10,4.3,mb,,43,2.806,0.98,us,us2000izny,2019-01-02T17:24:47.040Z,"38km NW of Guanaja, Honduras",earthquake,7,2,0.072,55,reviewed,us,us
2019-01-01T17:48:27.636Z,61.4986,-149.9221,27.3,3.7,ml,,,,0.67,ak,ak0191xy282,2019-01-03T05:14:30.834Z,"3km SE of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-01T17:37:13.998Z,61.338,-150.138,22.6,2.8,ml,,,,0.68,ak,ak0191xvoec,2019-01-02T17:00:09.040Z,"17km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T16:39:16.640Z,29.4424,51.2714,10,4.5,mb,,71,6.273,0.98,us,us2000iznl,2019-01-01T18:27:21.040Z,"20km NNE of Borazjan, Iran",earthquake,5,1.8,0.081,45,reviewed,us,us
2019-01-01T16:25:37.050Z,-9.5315,122.7267,70.13,5,mb,,57,1.012,1.07,us,us2000iznk,2019-01-01T23:20:24.692Z,"94km SSE of Habibola, Indonesia",earthquake,7.5,5.4,0.067,72,reviewed,us,us
2019-01-01T15:41:04.850Z,36.6923,71.0217,234.64,4.2,mb,,69,0.979,0.84,us,us2000iznh,2019-01-01T19:21:27.040Z,"25km SE of Jarm, Afghanistan",earthquake,7.7,6.3,0.186,8,reviewed,us,us
2019-01-01T13:37:40.339Z,56.3592,-153.9978,28.5,3.4,ml,,,,0.81,ak,ak0191vi02q,2019-01-01T18:44:15.040Z,"117km ENE of Chirikof Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-01T13:34:51.100Z,14.0446,144.7296,189.36,4.4,mb,,99,0.472,1.11,us,us2000iznb,2019-01-01T18:16:35.040Z,"52km WSW of Rota, Northern Mariana Islands",earthquake,14,7.5,0.082,43,reviewed,us,us
2019-01-01T12:25:34.620Z,-10.5152,108.5251,10,4.9,mb,,63,2.825,0.98,us,us2000izmy,2019-01-01T12:43:35.040Z,"298km S of Citotok, Indonesia",earthquake,5.3,1.7,0.072,61,reviewed,us,us
2019-01-01T12:01:46.950Z,34.1781667,-117.3446667,8.88,2.5,ml,110,25,0.03332,0.15,ci,ci38412688,2019-01-04T02:19:57.520Z,"3km N of Muscoy, CA",earthquake,0.1,0.21,0.192,23,reviewed,ci,ci
2019-01-01T11:55:01.300Z,5.3473,94.5547,40.2,4.9,mww,,136,2.385,0.92,us,us2000izmv,2019-01-01T16:29:50.213Z,"88km WSW of Banda Aceh, Indonesia",earthquake,7.2,5.6,0.075,17,reviewed,us,us
2019-01-01T11:40:05.910Z,34.7591,23.8408,10,4.8,mb,,72,1.009,1.07,us,us2000izms,2019-01-01T11:54:59.040Z,"54km SSE of Palaiochora, Greece",earthquake,4.2,1.8,0.071,61,reviewed,us,us
2019-01-01T11:22:00.110Z,18.2185,-67.0878,77,2.5,md,11,169,0.0428,0.08,pr,pr2019001002,2019-01-01T16:06:05.963Z,"5km ENE of Mayaguez, Puerto Rico",earthquake,0.61,0.64,0.47,9,reviewed,pr,pr
2019-01-01T11:12:52.960Z,55.8447,-149.3305,6.92,3.9,mb,,163,2.64,0.63,us,us2000izmr,2019-01-01T11:31:32.040Z,"286km SE of Kodiak, Alaska",earthquake,4.7,7.7,0.163,10,reviewed,us,us
2019-01-01T10:55:41.761Z,69.7023,-144.2319,17.9,2.8,ml,,,,0.97,ak,ak0191ttk5c,2019-01-01T11:13:12.796Z,"53km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-01T08:19:05.306Z,61.531,-149.7923,28.6,2.8,ml,,,,0.59,ak,ak0191sewcf,2019-01-01T08:50:24.813Z,"8km E of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T07:02:44.730Z,18.7066,-67.5186,10,2.87,md,18,190,0.3246,0.38,pr,pr2019001000,2019-01-01T07:40:28.454Z,"49km NW of Aguadilla, Puerto Rico",earthquake,1.08,1.06,0.42,15,reviewed,pr,pr
2019-01-01T06:34:48.710Z,5.9249,126.8896,76.91,4.3,mb,,126,1.729,0.59,us,us2000izlf,2019-01-01T07:15:50.040Z,"92km ESE of Pondaguitan, Philippines",earthquake,7.9,9.7,0.137,15,reviewed,us,us
2019-01-01T06:18:25.158Z,57.3547,-158.1729,35.6,3.1,ml,,,,0.85,ak,ak0191r7unc,2019-01-01T06:33:33.284Z,"127km NNE of Chignik Lake, Alaska",earthquake,,4.3,,,automatic,ak,ak
2019-01-01T05:58:52.500Z,-20.8201,-177.7511,477.71,4.8,mb,,49,5.006,0.87,us,us2000izl5,2019-01-01T06:20:36.040Z,"100km E of Ndoi Island, Fiji",earthquake,11.9,6.6,0.058,90,reviewed,us,us
2019-01-01T04:19:17.300Z,8.5769,125.8473,43.69,4.6,mb,,114,1.52,0.44,us,us2000izkx,2019-01-01T06:33:25.637Z,"2km SSE of Aurora, Philippines",earthquake,10.1,8,0.098,31,reviewed,us,us
2019-01-01T03:47:49.850Z,19.544,-65.0353,50,3.32,md,10,335,1.6208,0.27,pr,pr2019001001,2019-01-01T09:45:11.152Z,"132km NNW of Road Town, British Virgin Islands",earthquake,3.52,17.81,0.23,8,reviewed,pr,pr
2019-01-01T03:03:30.603Z,61.2962,-149.9469,43.4,5,ml,,,,0.62,ak,ak0191pccr7,2019-01-03T15:31:26.472Z,"11km NNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-01-01T03:00:42.600Z,5.7808,126.9647,73.72,4.6,mb,,114,1.88,0.83,us,us2000izkm,2019-01-01T03:31:31.040Z,"108km SE of Pondaguitan, Philippines",earthquake,8.1,6.6,0.101,29,reviewed,us,us
2019-01-01T02:09:36.510Z,39.3123,40.5488,10,4.1,mb,,57,1.384,0.79,us,us2000izk9,2019-01-01T03:28:05.040Z,"13km S of Yedisu, Turkey",earthquake,4.1,2,0.174,9,reviewed,us,us
2019-01-01T01:03:15.850Z,37.0529,20.6773,10,4.1,mb,,187,1.005,0.8,us,us2000izk5,2019-01-01T03:25:05.040Z,"74km S of Lithakia, Greece",earthquake,8.4,2,0.262,5,reviewed,us,us
2019-01-01T00:32:16.904Z,60.6511,-147.471,10.7,2.5,ml,,,,0.69,ak,ak0191nq8po,2019-01-01T01:30:39.673Z,"67km E of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T00:04:06.390Z,-14.9403,167.3356,47.33,4.9,mb,,162,7.143,1,us,us2000izjv,2019-01-01T00:31:44.040Z,"33km ENE of Port-Olry, Vanuatu",earthquake,10.3,6.3,0.09,39,reviewed,us,us
2018-12-31T23:54:07.510Z,17.8803,-68.501,72,3.35,md,13,232,0.6448,0.37,pr,pr2018365018,2019-01-04T04:09:32.040Z,"50km SSE of Boca de Yuma, Dominican Republic",earthquake,3.52,4.75,0.21,10,reviewed,pr,pr
2018-12-31T23:09:27.020Z,3.1661,126.5518,35,4.7,mb,,66,2.513,1.39,us,us2000izji,2019-01-04T05:45:05.040Z,"227km NW of Tobelo, Indonesia",earthquake,7.4,1.9,0.055,102,reviewed,us,us
2018-12-31T22:57:42.372Z,61.3533,-150.1148,20.1,3.2,ml,,,,0.83,ak,ak20616897,2019-01-01T23:00:04.333Z,"18km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T21:53:36.810Z,35.7239,140.8271,54.88,4.2,mb,,160,2.141,0.56,us,us2000izik,2018-12-31T22:20:14.040Z,"1km SSW of Hasaki, Japan",earthquake,8.6,7.4,0.124,18,reviewed,us,us
2018-12-31T20:45:31.020Z,15.2791,-46.3283,10,5,mb,,74,11.861,1.09,us,us2000izi5,2018-12-31T22:06:38.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.039,209,reviewed,us,us
2018-12-31T20:22:15.900Z,-17.5085,-174.67,170.91,5.1,mb,,51,4.534,1.38,us,us2000izi1,2018-12-31T20:40:16.040Z,"145km NNW of Neiafu, Tonga",earthquake,7.8,6.9,0.04,200,reviewed,us,us
2018-12-31T17:48:27.320Z,19.4993,-64.5981,57,3.42,md,9,320,1.8456,0.22,pr,pr2018365015,2018-12-31T19:21:15.815Z,"119km N of Road Town, British Virgin Islands",earthquake,3.7,15.53,0.08,5,reviewed,pr,pr
2018-12-31T15:48:07.150Z,37.9886,69.7004,28.81,4,mb,,83,0.374,0.74,us,us2000izgg,2018-12-31T16:12:02.040Z,"10km NW of Kulob, Tajikistan",earthquake,4.8,8,0.259,4,reviewed,us,us
2018-12-31T15:45:34.970Z,33.9173333,-117.035,15.09,2.79,ml,132,17,0.04543,0.16,ci,ci38411808,2019-01-04T00:23:36.720Z,"6km WSW of Beaumont, CA",earthquake,0.11,0.18,0.167,24,reviewed,ci,ci
2018-12-31T14:23:06.835Z,61.3537,-150.0749,35.7,3.1,ml,,,,0.55,ak,ak20611208,2019-01-01T18:04:32.263Z,"17km NNW of Anchorage, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-12-31T14:10:25.200Z,37.4856,141.4451,43.26,5.1,mww,,106,0.645,0.67,us,us2000izfu,2018-12-31T17:15:56.594Z,"39km E of Namie, Japan",earthquake,3.2,5.5,0.073,18,reviewed,us,us
2018-12-31T14:05:22.070Z,2.659,128.5744,234.21,4.4,mb,,106,2.229,0.58,us,us2000izfv,2018-12-31T14:51:15.040Z,"120km NNE of Tobelo, Indonesia",earthquake,10.6,8,0.097,31,reviewed,us,us
2018-12-31T13:33:10.650Z,21.7196,93.4376,51.09,4.1,mb,,183,0.93,0.49,us,us2000izfp,2019-01-03T19:45:19.714Z,"97km SSE of Saiha, India",earthquake,9.7,9,0.174,9,reviewed,us,us
2018-12-31T13:15:17.910Z,-20.5543,-178.0087,522.98,4.7,mb,,92,4.655,0.78,us,us2000izfk,2018-12-31T14:25:01.040Z,"72km E of Ndoi Island, Fiji",earthquake,12.5,5.8,0.047,137,reviewed,us,us
2018-12-31T10:49:41.340Z,-31.7676,-69.3073,101.2,5.3,mww,,30,0.575,1.36,us,us2000izex,2018-12-31T20:57:26.284Z,"49km S of Calingasta, Argentina",earthquake,6.4,4,0.055,32,reviewed,us,us
2018-12-31T10:31:34.044Z,61.1198,-151.1701,71.3,3.7,ml,,,,0.63,ak,ak20608427,2019-01-01T04:13:30.620Z,"48km N of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-31T10:21:22.880Z,44.5685,-110.4931667,2.52,2.75,ml,9,90,0.06605,0.09,uu,uu60016814,2019-01-02T17:51:20.756Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.41,31.61,0.229,4,reviewed,uu,uu
2018-12-31T10:21:08.830Z,44.573,-110.4863333,4.89,2.6,md,18,73,0.06197,0.14,uu,uu60308677,2019-01-02T17:51:42.973Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.65,0.532,7,reviewed,uu,uu
2018-12-31T10:13:30.900Z,17.3147,-93.8877,167.06,4.6,mb,,114,1.966,0.81,us,us2000izep,2018-12-31T20:20:25.658Z,"58km SW of Chontalpa, Mexico",earthquake,8.3,7.5,0.043,164,reviewed,us,us
2018-12-31T09:59:59.587Z,61.4672,-150.0209,22.9,3,ml,,,,0.78,ak,ak20608419,2019-01-01T18:30:47.997Z,"6km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:21:44.903Z,61.3588,-150.0894,21.5,2.7,ml,,,,0.8,ak,ak20608411,2018-12-31T09:44:21.702Z,"18km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:14:55.440Z,35.6691666,-121.1078339,5.56,2.75,md,45,133,0.139,0.07,nc,nc73128711,2018-12-31T09:51:03.347Z,"8km ENE of San Simeon, CA",earthquake,0.22,0.65,0.13,46,automatic,nc,nc
2018-12-31T07:52:24.230Z,39.206,20.9219,10,4.4,mb,,100,1.007,1.13,us,us2000izeb,2018-12-31T11:37:58.040Z,"2km ESE of Kampi, Greece",earthquake,3.3,1.9,0.088,37,reviewed,us,us
2018-12-31T07:49:44.680Z,18.9001,-67.375,22,2.78,md,7,328,0.5067,0.18,pr,pr2018365012,2018-12-31T14:34:27.190Z,"53km NNW of San Antonio, Puerto Rico",earthquake,1.39,12.55,0.33,6,reviewed,pr,pr
2018-12-31T07:45:39.020Z,18.4528,-66.5071,88,2.82,md,13,157,0.033,0.2,pr,pr2018365011,2018-12-31T14:51:13.389Z,"0km NE of La Luisa, Puerto Rico",earthquake,1.22,0.87,0.28,10,reviewed,pr,pr
2018-12-31T07:25:45.310Z,44.5718333,-110.5008333,4.79,2.7,ml,21,51,0.07195,0.13,uu,uu60308567,2019-01-02T15:36:17.906Z,"28km ENE of Old Faithful Geyser, Wyoming",earthquake,0.25,0.59,0.327,7,reviewed,uu,uu
2018-12-31T07:24:25.210Z,17.9135,-65.9036,12,2.75,md,15,269,0.1581,0.15,pr,pr2018365009,2018-12-31T08:47:32.040Z,"10km S of Emajagua, Puerto Rico",earthquake,0.89,0.52,0.59,14,reviewed,pr,pr
2018-12-31T06:06:51.800Z,18.8733,-64.4471,39,2.94,md,4,346,1.581,0.2,pr,pr2018365010,2018-12-31T08:35:21.040Z,"55km NNE of Road Town, British Virgin Islands",earthquake,3.84,16.14,0.34,4,reviewed,pr,pr
2018-12-31T05:56:39.692Z,61.7835,-152.6994,193.5,2.5,ml,,,,0.71,ak,ak20606625,2018-12-31T06:03:26.455Z,"140km W of Willow, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-12-31T05:39:01.314Z,60.0649,-152.6985,107.8,2.7,ml,,,,0.48,ak,ak20606616,2018-12-31T05:51:57.026Z,"46km S of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-31T05:11:36.940Z,-24.0007,-66.8659,192.34,4.2,mb,,34,1.594,1.11,us,us2000izdh,2018-12-31T13:14:29.061Z,"60km WNW of San Antonio de los Cobres, Argentina",earthquake,7.6,1.6,0.101,27,reviewed,us,us
2018-12-31T04:57:00.350Z,18.6258,-66.6083,13,2.51,md,8,250,0.3149,0.23,pr,pr2018365008,2018-12-31T07:43:12.612Z,"19km NNW of Garrochales, Puerto Rico",earthquake,1.43,3.07,0.26,7,reviewed,pr,pr
2018-12-31T04:16:58.717Z,61.4101,-150.0021,36.9,3.5,ml,,,,0.6,ak,ak20605723,2019-01-01T18:34:16.052Z,"5km SSW of Big Lake, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-12-31T03:28:49.338Z,61.3905,-150.0252,21.4,3.8,ml,,,,0.88,ak,ak20604835,2019-01-01T18:31:26.676Z,"18km NNW of Anchorage, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-12-31T03:17:28.030Z,19.3525,-155.0268333,4.05,3.32,ml,60,185,0.0674,0.13,hv,hv70752141,2019-01-03T23:10:41.040Z,"17km SW of Leilani Estates, Hawaii",earthquake,0.44,0.69,0.142,46,reviewed,hv,hv
2018-12-31T02:38:05.071Z,63.4214,-148.2447,10,2.7,ml,,,,0.71,ak,ak20603927,2018-12-31T10:40:35.962Z,"35km E of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-31T02:35:37.320Z,54.3874,-161.5066,31,6,mww,,44,0.981,1.06,us,us2000izcv,2019-01-02T06:58:00.234Z,"118km SE of Cold Bay, Alaska",earthquake,4.3,1.8,0.033,89,reviewed,us,us
2018-12-31T02:28:11.026Z,61.4577,-149.9451,29.8,3.6,ml,,,,0.6,ak,ak20603908,2019-01-01T02:30:38.500Z,"7km S of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-31T01:47:53.800Z,18.1365,-68.4616,81,3.12,md,7,211,0.3858,0.34,pr,pr2018365004,2018-12-31T23:21:25.040Z,"36km SE of Boca de Yuma, Dominican Republic",earthquake,4.62,2.58,0.31,5,reviewed,pr,pr
2018-12-31T01:35:55.560Z,18.0031,-68.7418,13,3.25,md,13,233,0.6251,0.44,pr,pr2018365006,2018-12-31T23:15:55.040Z,"47km SSW of Boca de Yuma, Dominican Republic",earthquake,1.69,2.98,0.36,13,reviewed,pr,pr
2018-12-31T00:58:34.810Z,18.3808,-66.1335,85,2.47,md,5,224,0.3715,0.37,pr,pr2018365001,2018-12-31T07:36:37.805Z,"3km SE of Bayamon, Puerto Rico",earthquake,4.29,2.35,0.42,5,reviewed,pr,pr
2018-12-31T00:29:32.250Z,8.2995,58.6473,10,5.1,mb,,46,13.27,0.77,us,us2000izc4,2019-01-04T05:35:48.040Z,"Carlsberg Ridge",earthquake,10.1,1.8,0.073,61,reviewed,us,us
2018-12-31T00:28:44.190Z,8.2083,58.6662,10,5.2,mb,,70,13.186,0.91,us,us2000izc2,2019-01-04T05:34:16.040Z,"Carlsberg Ridge",earthquake,3.5,1.9,0.051,127,reviewed,us,us
2018-12-30T22:02:46.680Z,17.226,146.5832,35,4.6,mb,,69,3.975,0.71,us,us2000izaw,2018-12-30T23:12:29.040Z,"130km SE of Pagan, Northern Mariana Islands",earthquake,8.9,1.9,0.08,47,reviewed,us,us
2018-12-30T21:03:09.680Z,18.1316,-67.6465,67,2.77,md,6,311,0.5513,0.26,pr,pr2018364009,2018-12-30T23:13:24.520Z,"47km WSW of Rincon, Puerto Rico",earthquake,2.29,2.86,0.33,3,reviewed,pr,pr
2018-12-30T20:31:27.890Z,35.3284,-112.6093,5,3.2,ml,,66,0.284,0.71,us,us2000iza7,2018-12-31T19:00:40.438Z,"24km E of Seligman, Arizona",earthquake,1.4,1.9,0.06,36,reviewed,us,us
2018-12-30T20:07:28.636Z,59.6956,-153.2791,97.6,2.8,ml,,,,0.75,ak,ak20601297,2018-12-30T20:17:12.039Z,"81km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-30T18:34:57.470Z,1.6162,126.4538,44.3,5,mww,,101,1.239,1.19,us,us2000iz9s,2018-12-30T18:52:55.040Z,"137km NW of Kota Ternate, Indonesia",earthquake,7.7,6.2,0.068,21,reviewed,us,us
2018-12-30T17:15:01.590Z,19.403,-65.7456,13,2.95,md,10,318,1.2651,0.13,pr,pr2018364007,2018-12-30T20:38:29.657Z,"108km N of Vieques, Puerto Rico",earthquake,6.38,9.01,0.33,7,reviewed,pr,pr
2018-12-30T17:06:18.080Z,64.5878,-160.3743,7,3.6,ml,,,,0.86,ak,ak20600418,2018-12-30T22:48:15.295Z,"104km NNE of Unalakleet, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-30T16:18:22.160Z,33.0323333,-116.4341667,8.93,2.82,ml,111,17,0.04497,0.2,ci,ci38410936,2019-01-03T21:16:53.640Z,"16km ESE of Julian, CA",earthquake,0.11,0.34,0.184,25,reviewed,ci,ci
2018-12-30T15:07:37.420Z,-56.6167,-24.676,8.7,4.9,mb,,130,7.113,0.91,us,us2000iz92,2018-12-30T15:33:56.040Z,"155km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.8,6.5,0.117,23,reviewed,us,us
